# lines in header: 30
#
# filename:  swEqtrElectrons5.2024b.dat
# OMNI SW electron density based on SW proton density and alpha-to-proton abundance Ne=(Np(1+2NA/Np)) interpolated to CRs halves
# author : M. Kubiak, based on J. Sokol / (1) Space Research Centre PAS (CBK PAN), Warsaw, Poland, mkubiak@cbk.waw.pl 
# contact: mkubiak@cbk.waw.pl
# software version v1.10
# dataFile date:  DATE: 11/05/24
# last CR: 2287.5
# flag: 
# source file: omni2Alpha_2024_11_05.dat and omni2Dens_2024_11_05.dat
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#	decimalYear	SWparameter	JD	CarringtonR
########################################
1974.4241119178073 6.149257466384745 2.4422033008500007e6 1615.5
1974.498838767123 6.904161544423279 2.4422305761500006e6 1616.5
1974.5735656164381 6.983904907956271 2.4422578514500004e6 1617.5
1974.6482924657523 7.683619338628093 2.44228512675e6 1618.5
1974.7230193150679 8.907292707488903 2.4423124020499997e6 1619.5
1974.7977461643836 7.525657143132449 2.4423396773500005e6 1620.5
1974.8724730136978 6.495061515774519 2.4423669526500003e6 1621.5
1974.9471998630127 7.235151508590883 2.44239422795e6 1622.5
1975.0219267123286 6.384493421891393 2.4424215032499996e6 1623.5
1975.096653561644 7.784445197089977 2.442448778550001e6 1624.5
1975.1713804109584 6.583260407240733 2.44247605385e6 1625.5
1975.2461072602737 7.989347973839246 2.44250332915e6 1626.5
1975.3208341095883 7.557719497767086 2.4425306044499995e6 1627.5
1975.3955609589038 7.781661956241021 2.44255787975e6 1628.5
1975.4702878082187 7.988268635757744 2.4425851550499997e6 1629.5
1975.5450146575347 7.210671820523896 2.44261243035e6 1630.5
1975.6197415068486 6.923068410946292 2.4426397056499994e6 1631.5
1975.6944683561644 8.63695849506491 2.44266698095e6 1632.5
1975.7691952054793 10.020102084269674 2.44269425625e6 1633.5
1975.8439220547937 8.952102482978527 2.44272153155e6 1634.5
1975.91864890411 7.120474062737158 2.44274880685e6 1635.5
1975.993348075728 8.12975221166679 2.4427760821499997e6 1636.5
1976.0679158703126 7.721364992232294 2.4428033574499995e6 1637.5
1976.14243920765 7.677020309830588 2.44283063275e6 1638.5
1976.216961885246 6.88954198256774 2.4428579080499997e6 1639.5
1976.291484562841 8.117587282483345 2.4428851833499996e6 1640.5
1976.366007240437 8.838719878746128 2.4429124586500004e6 1641.5
1976.4405299180316 8.027990743424281 2.44293973395e6 1642.5
1976.5150525956283 8.399879009420793 2.442967009249999e6 1643.5
1976.589575273225 9.347690914712203 2.44299428455e6 1644.5
1976.6640979508197 9.113511018391117 2.44302155985e6 1645.5
1976.7386206284148 9.659250890182415 2.44304883515e6 1646.5
1976.81314330601 10.578888114710308 2.4430761104499996e6 1647.5
1976.887665983607 9.126125133651653 2.443103385749999e6 1648.5
1976.9621886612015 9.543724200937278 2.4431306610499998e6 1649.5
1977.0368119244981 9.87583331142752 2.443157936349999e6 1650.5
1977.111538767123 9.506366873955974 2.4431852116499995e6 1651.5
1977.186265616438 9.384633882181113 2.44321248695e6 1652.5
1977.2609924657534 9.436495105581512 2.44323976225e6 1653.5
1977.335719315068 9.44964419213123 2.4432670375499995e6 1654.5
1977.410446164383 8.567598465764553 2.4432943128500003e6 1655.5
1977.4851730136982 8.42820039984127 2.4433215881499993e6 1656.5
1977.5598998630132 8.904453441442632 2.4433488634500005e6 1657.5
1977.6346267123286 9.36262386230608 2.4433761387500004e6 1658.5
1977.7093535616436 9.298452346773335 2.4434034140500003e6 1659.5
1977.7840804109583 11.498357904811018 2.4434306893499997e6 1660.5
1977.8588072602734 8.995539954255632 2.44345796465e6 1661.5
1977.9335341095887 11.225667115045358 2.44348523995e6 1662.5
1978.008260958904 10.273961499808273 2.44351251525e6 1663.5
1978.0829878082193 12.327973252262105 2.44353979055e6 1664.5
1978.1577146575341 8.55363354441396 2.44356706585e6 1665.5
1978.2324415068492 7.557818840536076 2.44359434115e6 1666.5
1978.3071683561634 6.406682658722284 2.443621616449999e6 1667.5
1978.3818952054787 9.855529636736268 2.4436488917499995e6 1668.5
1978.4566220547947 6.94344209128072 2.44367616705e6 1669.5
1978.5313489041096 7.440074247762009 2.443703442349999e6 1670.5
1978.6060757534242 8.684481258145988 2.4437307176499995e6 1671.5
1978.6808026027393 11.678380315157455 2.4437579929500003e6 1672.5
1978.7555294520544 14.062986298599991 2.4437852682499997e6 1673.5
1978.8302563013694 9.102718771764934 2.4438125435499996e6 1674.5
1978.9049831506845 4.1424512449298785 2.44383981885e6 1675.5
1978.9797099999994 3.4718337803063815 2.4438670941500003e6 1676.5
1979.0544368493147 5.879398669248465 2.4438943694499996e6 1677.5
1979.1291636986298 7.667501192582507 2.44392164475e6 1678.5
1979.2038905479449 4.8298431813691245 2.4439489200500003e6 1679.5
1979.27861739726 7.245346332568767 2.44397619535e6 1680.5
1979.353344246575 5.429183454997977 2.44400347065e6 1681.5
1979.4280710958903 5.030960821131922 2.44403074595e6 1682.5
1979.5027979452054 13.339673349047889 2.4440580212499998e6 1683.5
1979.5775247945203 13.488923150829482 2.44408529655e6 1684.5
1979.6522516438351 13.508156828091145 2.44411257185e6 1685.5
1979.7269784931505 12.895923507950947 2.44413984715e6 1686.5
1979.801675433428 8.260869839345954 2.4441671224499997e6 1687.5
1979.8763330899894 7.38196836834192 2.4441943977499995e6 1688.5
1979.9509907465508 6.503066897337887 2.44422167305e6 1689.5
1980.0256484031122 5.624165426333854 2.4442489483499997e6 1690.5
1980.1003060596734 4.745263955329821 2.44427622365e6 1691.5
1980.1748605191258 9.012172758470193 2.44430349895e6 1692.5
1980.2493831967217 7.295588209816856 2.4443307742499993e6 1693.5
1980.3239058743159 10.711368261038618 2.4443580495499996e6 1694.5
1980.3984285519127 11.556410439529108 2.4443853248499995e6 1695.5
1980.4729512295078 5.080194403489266 2.444412600150001e6 1696.5
1980.5474739071035 7.951627246598768 2.4444398754500006e6 1697.5
1980.6219965846994 12.132084147726651 2.4444671507500005e6 1698.5
1980.696519262295 11.40000925304821 2.4444944260499994e6 1699.5
1980.7710419398904 7.858145123916957 2.4445217013499998e6 1700.5
1980.8455646174857 5.382610774051454 2.4445489766500005e6 1701.5
1980.9200893868092 7.6078642399820495 2.4445762519499995e6 1702.5
1980.9946350502007 8.665829720387823 2.44460352725e6 1703.5
1981.0693220547942 6.975869398483014 2.4446308025499997e6 1704.5
1981.1440489041088 7.111087073649848 2.4446580778499995e6 1705.5
1981.218775753425 5.5136848439677175 2.444685353149999e6 1706.5
1981.29350260274 5.68099910593615 2.4447126284499997e6 1707.5
1981.368229452054 7.75914383078513 2.444739903749999e6 1708.5
1981.4429563013696 7.777474946501083 2.4447671790499995e6 1709.5
1981.5176831506847 7.976354105958073 2.4447944543499993e6 1710.5
1981.5924099999993 7.409484819543595 2.44482172965e6 1711.5
1981.6671368493146 9.134973681390965 2.4448490049499995e6 1712.5
1981.7418636986306 8.2360309248854 2.44487628025e6 1713.5
1981.8165905479455 8.076657595715771 2.44490355555e6 1714.5
1981.8913173972603 5.70164266870332 2.4449308308500005e6 1715.5
1981.966044246575 9.741995679824369 2.44495810615e6 1716.5
1982.0407710958902 8.67752545369917 2.44498538145e6 1717.5
1982.1154979452049 12.433202799646695 2.4450126567500005e6 1718.5
1982.1902247945197 9.871549075399075 2.4450399320499995e6 1719.5
1982.264951643836 10.969187196595236 2.4450672073500003e6 1720.5
1982.3396784931501 5.494744653221661 2.44509448265e6 1721.5
1982.414405342466 6.457552014832924 2.44512175795e6 1722.5
1982.489132191781 7.474746921962754 2.44514903325e6 1723.5
1982.563859041096 8.126292185015924 2.44517630855e6 1724.5
1982.638585890411 10.011504038277195 2.4452035838499996e6 1725.5
1982.713312739726 9.913391871985919 2.4452308591499995e6 1726.5
1982.788039589041 9.678072197085012 2.44525813445e6 1727.5
1982.8627664383564 9.442752522184103 2.4452854097499996e6 1728.5
1982.9374932876715 9.207432847283194 2.44531268505e6 1729.5
1983.0122201369866 8.972113172382285 2.44533996035e6 1730.5
1983.0869469863017 8.736793497481376 2.4453672356499997e6 1731.5
1983.1616738356167 8.501473822580467 2.44539451095e6 1732.5
1983.2364006849314 6.628857553686359 2.44542178625e6 1733.5
1983.3111275342462 10.579613155329692 2.4454490615499998e6 1734.5
1983.3858543835615 9.129513628088565 2.445476336849999e6 1735.5
1983.4605812328762 8.375327202683502 2.4455036121499995e6 1736.5
1983.535308082191 10.13709438509669 2.44553088745e6 1737.5
1983.6100349315059 7.638360508200618 2.4455581627499997e6 1738.5
1983.6847617808216 8.370359640220407 2.44558543805e6 1739.5
1983.759488630137 9.652785081692201 2.4456127133499994e6 1740.5
1983.8342154794518 9.551135419580506 2.4456399886499993e6 1741.5
1983.9089423287676 10.291788098335074 2.44566726395e6 1742.5
1983.9836628200128 8.237591717394434 2.44569453925e6 1743.5
1984.0582364754093 10.782999492230493 2.44572181455e6 1744.5
1984.1327591530053 8.002045131950311 2.44574908985e6 1745.5
1984.207281830601 6.671735545922578 2.44577636515e6 1746.5
1984.2818045081965 4.7086393255040555 2.44580364045e6 1747.5
1984.3563271857918 10.228389858092697 2.44583091575e6 1748.5
1984.430849863388 8.37167408523093 2.44585819105e6 1749.5
1984.5053725409837 7.9576037294788975 2.44588546635e6 1750.5
1984.5798952185792 6.073161729518398 2.4459127416499997e6 1751.5
1984.6544178961747 7.435698891413374 2.4459400169499996e6 1752.5
1984.72894057377 10.30663162108697 2.4459672922499995e6 1753.5
1984.803463251366 11.145558928513065 2.44599456755e6 1754.5
1984.877985928961 10.463482072111072 2.4460218428499997e6 1755.5
1984.9525143823466 8.771375211505152 2.44604911815e6 1756.5
1985.0271204992227 8.657701439849554 2.44607639345e6 1757.5
1985.1018321917795 7.456140044098482 2.4461036687499997e6 1758.5
1985.1765590410962 9.476277639487911 2.4461309440499996e6 1759.5
1985.2512858904106 11.934922635410127 2.44615821935e6 1760.5
1985.326012739726 10.899742860922943 2.4461854946500002e6 1761.5
1985.4007395890412 11.692428061238882 2.4462127699499996e6 1762.5
1985.475466438355 7.757175574758234 2.446240045250001e6 1763.5
1985.5501932876712 7.334563306612162 2.4462673205500003e6 1764.5
1985.6249201369862 6.995092067948511 2.44629459585e6 1765.5
1985.6996469863016 9.114578910079487 2.4463218711499996e6 1766.5
1985.7743738356166 8.374754961915324 2.44634914645e6 1767.5
1985.8491006849308 9.74887275030748 2.4463764217499997e6 1768.5
1985.9238275342466 11.264864253948065 2.44640369705e6 1769.5
1985.9985543835612 8.034123657352755 2.44643097235e6 1770.5
1986.0732812328763 7.7092213187266 2.44645824765e6 1771.5
1986.1480080821918 6.129999958628051 2.44648552295e6 1772.5
1986.2227349315058 7.86179685961762 2.4465127982499995e6 1773.5
1986.297461780822 9.021698558370664 2.44654007355e6 1774.5
1986.3721886301362 11.232956598111143 2.44656734885e6 1775.5
1986.4469154794517 11.869691193593674 2.446594624149999e6 1776.5
1986.5216423287673 11.315389162645767 2.44662189945e6 1777.5
1986.5963691780817 8.37817628900692 2.44664917475e6 1778.5
1986.6710960273972 8.853798533208199 2.4466764500500006e6 1779.5
1986.7458228767116 6.6024948312923675 2.4467037253499995e6 1780.5
1986.8205497260267 8.414519138546503 2.44673100065e6 1781.5
1986.8952765753422 11.668858711038103 2.44675827595e6 1782.5
1986.970003424657 11.691544427098112 2.44678555125e6 1783.5
1987.0447302739724 10.987864112644996 2.44681282655e6 1784.5
1987.1194571232875 7.4454509411374 2.4468401018499997e6 1785.5
1987.1941839726026 6.749839765243251 2.4468673771500005e6 1786.5
1987.2689108219179 9.489238113514443 2.4468946524500004e6 1787.5
1987.3436376712327 12.43000296569465 2.4469219277499993e6 1788.5
1987.4183645205485 12.336666591732794 2.4469492030499997e6 1789.5
1987.4930913698631 11.706221829495075 2.44697647835e6 1790.5
1987.5678182191773 10.719538491936612 2.44700375365e6 1791.5
1987.6425450684928 6.35449322900073 2.44703102895e6 1792.5
1987.7172719178077 10.455926787057347 2.4470583042500005e6 1793.5
1987.7919987671232 9.31566691264927 2.44708557955e6 1794.5
1987.866725616438 8.870660255468255 2.44711285485e6 1795.5
1987.941452465753 7.402155105726899 2.44714013015e6 1796.5
1988.0161329707926 12.708075549686354 2.4471674054500004e6 1797.5
1988.0906577787734 13.273153230440677 2.44719468075e6 1798.5
1988.1651804644807 9.449277539428099 2.44722195605e6 1799.5
1988.2397031420767 8.524877315391022 2.4472492313500005e6 1800.5
1988.314225819673 11.808978342370759 2.44727650665e6 1801.5
1988.388748497266 8.660968596623452 2.44730378195e6 1802.5
1988.463271174863 8.581873207598182 2.44733105725e6 1803.5
1988.537793852459 7.98978201100531 2.4473583325500004e6 1804.5
1988.6123165300542 6.0259884803983725 2.44738560785e6 1805.5
1988.686839207649 6.848054180004199 2.4474128831499997e6 1806.5
1988.7613618852467 8.1595265133429 2.4474401584500005e6 1807.5
1988.835884562841 6.927320810470127 2.4474674337500003e6 1808.5
1988.910407240437 8.248368061880752 2.4474947090499997e6 1809.5
1988.9849506857024 6.225625880653494 2.4475219843499996e6 1810.5
1989.0596187703752 4.943673969584215 2.44754925965e6 1811.5
1989.134342328767 4.797178827896212 2.44757653495e6 1812.5
1989.2090691780813 8.7826528798622 2.4476038102499996e6 1813.5
1989.283796027397 10.6590187215028 2.44763108555e6 1814.5
1989.3585228767122 9.818689533223731 2.4476583608500003e6 1815.5
1989.4332497260264 6.542340468808126 2.4476856361499997e6 1816.5
1989.507976575342 8.095943110834913 2.44771291145e6 1817.5
1989.582703424657 9.520759845239782 2.44774018675e6 1818.5
1989.6574302739725 7.688899930847813 2.44776746205e6 1819.5
1989.7321571232876 10.520665852598198 2.4477947373499996e6 1820.5
1989.8068839726022 8.362315960412765 2.4478220126500004e6 1821.5
1989.8816108219178 10.253961056624409 2.4478492879500003e6 1822.5
1989.9563376712324 8.370760547056088 2.4478765632499997e6 1823.5
1990.0310645205477 8.739331447818136 2.4479038385499995e6 1824.5
1990.1057913698623 7.15877194150649 2.447931113849999e6 1825.5
1990.180518219178 10.551290501707076 2.4479583891499997e6 1826.5
1990.2552450684932 8.771220194607853 2.4479856644499996e6 1827.5
1990.3299719178085 10.022653287502889 2.44801293975e6 1828.5
1990.4046987671234 7.821605758453606 2.44804021505e6 1829.5
1990.479425616438 7.074240302730036 2.44806749035e6 1830.5
1990.5541524657533 5.753073218708887 2.4480947656499995e6 1831.5
1990.6288793150673 6.104783979545533 2.44812204095e6 1832.5
1990.7036061643826 6.8619699735244595 2.4481493162499997e6 1833.5
1990.7783330136983 8.214662113296773 2.4481765915499995e6 1834.5
1990.853059863013 7.4343037624200905 2.4482038668500003e6 1835.5
1990.9277867123283 7.284193300381187 2.4482311421499997e6 1836.5
1991.0025135616438 7.809272360873371 2.44825841745e6 1837.5
1991.077240410959 10.03613317469853 2.44828569275e6 1838.5
1991.1519672602738 9.957057723479885 2.4483129680500003e6 1839.5
1991.2266941095888 8.152058844654029 2.4483402433500006e6 1840.5
1991.3014209589041 9.071694768857382 2.4483675186500004e6 1841.5
1991.3761478082195 10.422667196432121 2.44839479395e6 1842.5
1991.4508746575334 7.914042307585168 2.4484220692499997e6 1843.5
1991.5256015068492 7.505300216081116 2.4484493445499996e6 1844.5
1991.6003283561643 6.155686133060503 2.4484766198499994e6 1845.5
1991.6750552054796 11.79553509021917 2.44850389515e6 1846.5
1991.7497820547933 14.24603538151009 2.4485311704499996e6 1847.5
1991.8245089041095 15.090473245228347 2.44855844575e6 1848.5
1991.8992357228867 11.601245539488085 2.4485857210500003e6 1849.5
1991.9739566808455 11.87245644523437 2.44861299635e6 1850.5
1992.0485564207647 11.746135394550443 2.44864027165e6 1851.5
1992.1230790983604 10.497698094677958 2.44866754695e6 1852.5
1992.1976017759569 8.850624807878354 2.44869482225e6 1853.5
1992.2721244535503 10.58575239279325 2.44872209755e6 1854.5
1992.3466471311472 11.639810068239349 2.44874937285e6 1855.5
1992.421169808743 10.35885532757216 2.4487766481499993e6 1856.5
1992.4956924863386 13.755843985939913 2.44880392345e6 1857.5
1992.5702151639343 13.411316180732404 2.44883119875e6 1858.5
1992.644737841529 10.547561668541007 2.44885847405e6 1859.5
1992.7192605191253 8.076071491566447 2.4488857493499997e6 1860.5
1992.7937831967208 6.78208003075247 2.4489130246500005e6 1861.5
1992.8683058743168 9.432937567457445 2.4489402999500004e6 1862.5
1992.9428285519125 7.4068329193173295 2.4489675752499998e6 1863.5
1993.0174188390622 7.516857426324605 2.4489948505499996e6 1864.5
1993.0921256164372 8.235756583392567 2.4490221258499995e6 1865.5
1993.1668524657537 12.605181384865805 2.44904940115e6 1866.5
1993.2415793150683 9.179837794406858 2.4490766764499997e6 1867.5
1993.3163061643827 9.7690402193839 2.4491039517499995e6 1868.5
1993.3910330136987 9.198863047517428 2.4491312270500003e6 1869.5
1993.465759863013 10.057044878850833 2.44915850235e6 1870.5
1993.5404867123284 11.201245424926395 2.4491857776499996e6 1871.5
1993.6152135616435 12.99961784844475 2.4492130529499995e6 1872.5
1993.6899404109586 11.30746459803196 2.4492403282500003e6 1873.5
1993.764667260273 11.01016615107339 2.4492676035499997e6 1874.5
1993.8393941095885 7.830467187680868 2.4492948788499995e6 1875.5
1993.914120958904 6.824372673582624 2.44932215415e6 1876.5
1993.9888478082191 8.789778385193792 2.44934942945e6 1877.5
1994.0635746575338 5.474036512919951 2.4493767047499996e6 1878.5
1994.1383015068495 6.244696484813702 2.4494039800499994e6 1879.5
1994.2130283561637 6.4824186993207285 2.4494312553499998e6 1880.5
1994.2877552054797 4.346670177097268 2.44945853065e6 1881.5
1994.3624820547948 4.464831035215517 2.4494858059499995e6 1882.5
1994.437208904108 4.534552432871278 2.44951308125e6 1883.5
1994.5119357534252 8.26233126643882 2.4495403565500006e6 1884.5
1994.5866626027394 8.965770304533335 2.44956763185e6 1885.5
1994.6613894520551 10.546881354314413 2.4495949071500003e6 1886.5
1994.73611630137 9.622307719563755 2.44962218245e6 1887.5
1994.8108431506848 8.434485213224328 2.449649457749999e6 1888.5
1994.88557 9.606313681257264 2.44967673305e6 1889.5
1994.9602968493148 7.803872681274248 2.4497040083500007e6 1890.5
1995.0350236986299 8.539482765327586 2.44973128365e6 1891.5
1995.1097505479447 8.116199349125644 2.44975855895e6 1892.5
1995.18447739726 8.57279674958206 2.44978583425e6 1893.5
1995.2592042465753 10.618321912212979 2.4498131095499997e6 1894.5
1995.33393109589 9.536457661309857 2.4498403848499996e6 1895.5
1995.4086579452053 8.307089207849357 2.4498676601500004e6 1896.5
1995.4833847945197 10.163682562397442 2.44989493545e6 1897.5
1995.5581116438364 9.988053523875395 2.44992221075e6 1898.5
1995.6328384931508 8.965872291041505 2.44994948605e6 1899.5
1995.7075653424654 9.672746200272282 2.44997676135e6 1900.5
1995.7822921917812 8.454245947646257 2.4500040366499997e6 1901.5
1995.8570190410953 9.552046615234936 2.45003131195e6 1902.5
1995.9317458904109 10.42560306768384 2.4500585872499994e6 1903.5
1996.006438594193 9.253972885689178 2.4500858625499993e6 1904.5
1996.08097764785 7.34299626797489 2.45011313785e6 1905.5
1996.155500409836 8.403025749679408 2.4501404131500004e6 1906.5
1996.2300230874307 8.063216946515503 2.4501676884500002e6 1907.5
1996.3045457650271 7.753722789238129 2.45019496375e6 1908.5
1996.3790684426226 9.31135623395986 2.45022223905e6 1909.5
1996.4535911202183 9.627784644234959 2.45024951435e6 1910.5
1996.5281137978143 9.895713897068923 2.45027678965e6 1911.5
1996.6026364754093 8.313560674500039 2.45030406495e6 1912.5
1996.6771591530053 6.9130616405155845 2.45033134025e6 1913.5
1996.7516818306012 7.663848196571565 2.45035861555e6 1914.5
1996.8262045081965 7.775641761578122 2.4503858908499996e6 1915.5
1996.9007271857927 8.67646285405081 2.4504131661500004e6 1916.5
1996.975255400278 8.443192796986803 2.45044044145e6 1917.5
1997.0499089041098 8.736500416683018 2.45046771675e6 1918.5
1997.1246357534244 8.287564416285392 2.45049499205e6 1919.5
1997.199362602739 8.87142945860146 2.45052226735e6 1920.5
1997.2740894520546 8.544538022181502 2.45054954265e6 1921.5
1997.348816301369 10.615065548452847 2.45057681795e6 1922.5
1997.4235431506845 10.646258424083491 2.4506040932499995e6 1923.5
1997.4982699999991 8.388547640066484 2.45063136855e6 1924.5
1997.5729968493144 10.326084266346461 2.45065864385e6 1925.5
1997.64772369863 8.209113926251446 2.4506859191499995e6 1926.5
1997.7224505479448 7.893787844912079 2.45071319445e6 1927.5
1997.7971773972602 10.045462665740091 2.4507404697499997e6 1928.5
1997.8719042465746 8.410338321445153 2.450767745049999e6 1929.5
1997.9466310958894 9.734061205843158 2.45079502035e6 1930.5
1998.0213579452056 10.643928604456491 2.4508222956499998e6 1931.5
1998.0960847945196 8.794484558680177 2.4508495709499996e6 1932.5
1998.170811643836 7.874278078336246 2.4508768462499995e6 1933.5
1998.2455384931502 8.066962005076368 2.45090412155e6 1934.5
1998.3202653424646 7.8389392669271105 2.4509313968499997e6 1935.5
1998.3949921917813 7.592762047259775 2.45095867215e6 1936.5
1998.4697190410957 7.84061638515014 2.45098594745e6 1937.5
1998.5444458904117 8.503544697855647 2.45101322275e6 1938.5
1998.6191727397256 7.728584518417201 2.4510404980499996e6 1939.5
1998.69389958904 6.967997422344751 2.45106777335e6 1940.5
1998.7686264383556 5.7956310741684405 2.45109504865e6 1941.5
1998.8433532876709 6.2693146352981 2.4511223239500006e6 1942.5
1998.9180801369864 6.431965497300138 2.4511495992500004e6 1943.5
1998.9928069863008 7.644524770175879 2.45117687455e6 1944.5
1999.067533835616 6.0732431534672795 2.45120414985e6 1945.5
1999.1422606849317 7.018886942176455 2.45123142515e6 1946.5
1999.2169875342463 8.28324334426657 2.4512587004500004e6 1947.5
1999.2917143835612 6.343359086986575 2.45128597575e6 1948.5
1999.3664412328765 5.701384584755268 2.45131325105e6 1949.5
1999.4411680821918 5.946605982779265 2.4513405263500004e6 1950.5
1999.515894931507 6.760835688177848 2.4513678016500003e6 1951.5
1999.5906217808217 7.707787640723728 2.4513950769499997e6 1952.5
1999.6653486301366 4.677545056219612 2.4514223522499995e6 1953.5
1999.7400754794523 6.581677944944888 2.45144962755e6 1954.5
1999.8148023287667 6.699331652410703 2.45147690285e6 1955.5
1999.889529178082 6.14862989372161 2.4515041781499996e6 1956.5
1999.9642247156496 4.877068779388212 2.45153145345e6 1957.5
2000.0388377929905 11.42514214121533 2.45155872875e6 1958.5
2000.1133990437152 6.235872582428651 2.451586004049999e6 1959.5
2000.1879217213116 6.130627400928928 2.45161327935e6 1960.5
2000.262444398907 5.830258475112164 2.4516405546500003e6 1961.5
2000.3369670765028 6.117112856572662 2.4516678299499997e6 1962.5
2000.4114897540971 5.937312144618918 2.4516951052499996e6 1963.5
2000.486012431694 6.680526247464509 2.45172238055e6 1964.5
2000.5605351092884 6.3266049302153275 2.4517496558499997e6 1965.5
2000.6350577868848 4.901505273867662 2.45177693115e6 1966.5
2000.7095804644807 6.073889153338293 2.45180420645e6 1967.5
2000.7841031420767 6.431575226190334 2.45183148175e6 1968.5
2000.8586258196715 6.276480181721865 2.4518587570499997e6 1969.5
2000.9331493487691 6.935779718697991 2.45188603235e6 1970.5
2001.0077102818989 7.230187329294631 2.4519133076500003e6 1971.5
2001.0824194651066 7.397804224902216 2.4519405829499997e6 1972.5
2001.1571458904114 5.287345607103369 2.4519678582499996e6 1973.5
2001.2318727397255 7.215391277984042 2.45199513355e6 1974.5
2001.3065995890418 5.181240428527201 2.45202240885e6 1975.5
2001.3813264383566 4.8295423806519935 2.45204968415e6 1976.5
2001.4560532876706 5.3065248860751755 2.45207695945e6 1977.5
2001.530780136986 5.911184556909401 2.45210423475e6 1978.5
2001.6055069863012 7.267451613635399 2.4521315100499997e6 1979.5
2001.680233835616 5.971435090423354 2.4521587853499996e6 1980.5
2001.7549606849323 6.522027344952648 2.45218606065e6 1981.5
2001.829687534246 6.609871732865294 2.45221333595e6 1982.5
2001.904414383562 5.632055665558794 2.45224061125e6 1983.5
2001.979141232876 9.531979561873136 2.45226788655e6 1984.5
2002.0538680821912 7.442874505638104 2.4522951618500003e6 1985.5
2002.1285949315059 7.250547850378418 2.4523224371499997e6 1986.5
2002.2033217808214 7.303534616888928 2.45234971245e6 1987.5
2002.2780486301365 6.3885519423585135 2.45237698775e6 1988.5
2002.352775479451 7.238082714280839 2.4524042630499997e6 1989.5
2002.4275023287673 6.218697959036349 2.45243153835e6 1990.5
