CCSDS_VERSION, CCSDS_TYPE, CCSDS_SEC_HDR_FLAG, CCSDS_APPID, CCSDS_SEQ_CNT, CCSDS_LENGTH, SC_TICK, HDR_FRAME_VERSION, HDR_UNIT_NUM, HDR_FRAME_VERSION, CODE_OK, HDR_MINUTE_CNT,Bx_nT,By_nT,Bz_nT
0,0,1,1252,6267,5243,380990,1,3,1,0,130,-18,7.1,11.3
0,0,1,1252,6287,5243,381050,1,3,1,0,131,-19,7.6,12.3
0,0,1,1252,6307,5243,381110,1,3,1,0,132,-17.75,5.85,14.8
0,0,1,1252,6327,5243,381170,1,3,1,0,133,-18,4.35,13.05
0,0,1,1252,6347,5243,381230,1,3,1,0,134,-15.5,6.1,14.8
0,0,1,1252,6367,5243,381290,1,3,1,0,135,-15.25,5.35,16.55
0,0,1,1252,6387,5243,381350,1,3,1,0,136,-17.5,2.85,18.3
0,0,1,1252,6407,5243,381410,1,3,1,0,137,-18,4.85,16.3
0,0,1,1252,6427,5243,381470,1,3,1,0,138,-15.5,3.6,16.05
0,0,1,1252,6447,5243,381530,1,3,1,0,139,-16.5,4.85,14.55
0,0,1,1252,6467,5243,381590,1,3,1,0,140,-14.25,3.1,14.05
0,0,1,1252,6487,5243,381650,1,3,1,0,141,-14,4.85,14.05
0,0,1,1252,6507,5243,381710,1,3,1,0,142,-14.5,4.1,14.55
0,0,1,1252,6527,5243,381770,1,3,1,0,143,-15.25,2.85,15.8
0,0,1,1252,6547,5243,381830,1,3,1,0,144,-17.75,2.6,13.8
0,0,1,1252,6567,5243,381890,1,3,1,0,145,-17.5,4.6,15.8
0,0,1,1252,6587,5243,381950,1,3,1,0,146,-18.75,3.85,17.05
0,0,1,1252,6607,5243,382010,1,3,1,0,147,-17.75,5.1,19.3
0,0,1,1252,6627,5243,382070,1,3,1,0,148,-17.25,6.1,19.55
0,0,1,1252,6647,5243,382130,1,3,1,0,149,-15.25,6.35,19.3
0,0,1,1252,6667,5243,382190,1,3,1,0,150,-14.5,7.6,19.3
0,0,1,1252,6687,5243,382250,1,3,1,0,151,-16.25,8.85,21.05
0,0,1,1252,6707,5243,382310,1,3,1,0,152,-15.75,6.6,21.8
0,0,1,1252,6727,5243,382370,1,3,1,0,153,-16.25,9.1,22.05
0,0,1,1252,6747,5243,382430,1,3,1,0,154,-13.75,7.35,24.55
0,0,1,1252,6767,5243,382490,1,3,1,0,155,-13.75,6.35,25.3
0,0,1,1252,6787,5243,382550,1,3,1,0,156,-13,8.35,23.05
0,0,1,1252,6807,5243,382610,1,3,1,0,157,-12.5,9.35,20.8
0,0,1,1252,6827,5243,382670,1,3,1,0,158,-13.75,10.85,18.55
0,0,1,1252,6847,5243,382730,1,3,1,0,159,-13.5,11.35,19.8
0,0,1,1252,6867,5243,382790,1,3,1,0,160,-12.25,10.6,17.55
0,0,1,1252,6887,5243,382850,1,3,1,0,161,-11.25,11.1,17.3
0,0,1,1252,6907,5243,382910,1,3,1,0,162,-8.75,10.1,18.55
0,0,1,1252,6927,5243,382970,1,3,1,0,163,-10.25,12.6,20.55
0,0,1,1252,6947,5243,383030,1,3,1,0,164,-8.75,11.1,22.55
0,0,1,1252,6967,5243,383090,1,3,1,0,165,-8,9.85,24.55
0,0,1,1252,6987,5243,383150,1,3,1,0,166,-6.25,10.85,24.05
0,0,1,1252,7007,5243,383210,1,3,1,0,167,-8.75,11.35,21.8
0,0,1,1252,7027,5243,383270,1,3,1,0,168,-9.5,12.1,19.3
0,0,1,1252,7047,5243,383330,1,3,1,0,169,-8.25,12.35,19.05
0,0,1,1252,7067,5243,383390,1,3,1,0,170,-6.25,12.6,18.8
0,0,1,1252,7087,5243,383450,1,3,1,0,171,-6.25,11.35,18.05
0,0,1,1252,7107,5243,383510,1,3,1,0,172,-8.25,11.35,15.8
0,0,1,1252,7127,5243,383570,1,3,1,0,173,-7,13.85,16.55
0,0,1,1252,7147,5243,383630,1,3,1,0,174,-9.25,12.35,18.3
0,0,1,1252,7167,5243,383690,1,3,1,0,175,-10.5,14.35,16.3
0,0,1,1252,7187,5243,383750,1,3,1,0,176,-12.25,13.85,15.55
0,0,1,1252,7207,5243,383810,1,3,1,0,177,-14.75,14.1,14.8
0,0,1,1252,7227,5243,383870,1,3,1,0,178,-14.75,16.1,15.8
0,0,1,1252,7247,5243,383930,1,3,1,0,179,-15.25,18.35,13.55
0,0,1,1252,7267,5243,383990,1,3,1,0,180,-15,17.1,13.05
0,0,1,1252,7287,5243,384050,1,3,1,0,181,-13,17.6,11.8
0,0,1,1252,7307,5243,384110,1,3,1,0,182,-12.5,20.1,9.55
0,0,1,1252,7327,5243,384170,1,3,1,0,183,-10.25,21.35,9.8
0,0,1,1252,7347,5243,384230,1,3,1,0,184,-8.5,20.35,11.8
0,0,1,1252,7367,5243,384290,1,3,1,0,185,-6.75,22.35,9.55
0,0,1,1252,7387,5243,384350,1,3,1,0,186,-8,21.35,9.05
0,0,1,1252,7407,5243,384410,1,3,1,0,187,-10,20.6,11.05
0,0,1,1252,7427,5243,384470,1,3,1,0,188,-10.75,21.1,9.3
0,0,1,1252,7447,5243,384530,1,3,1,0,189,-8.75,18.85,11.3
0,0,1,1252,7467,5243,384590,1,3,1,0,190,-7.75,20.6,9.8
0,0,1,1252,7487,5243,384650,1,3,1,0,191,-8,22.6,9.05
0,0,1,1252,7507,5243,384710,1,3,1,0,192,-8,21.6,11.3
0,0,1,1252,7527,5243,384770,1,3,1,0,193,-10.25,20.85,12.3
0,0,1,1252,7547,5243,384830,1,3,1,0,194,-8.75,21.1,13.3
0,0,1,1252,7567,5243,384890,1,3,1,0,195,-7.75,23.35,11.55
0,0,1,1252,7587,5243,384950,1,3,1,0,196,-9.5,21.1,9.8
0,0,1,1252,7607,5243,385010,1,3,1,0,197,-8,22.6,10.55
0,0,1,1252,7627,5243,385070,1,3,1,0,198,-6.25,24.6,9.8
0,0,1,1252,7647,5243,385130,1,3,1,0,199,-4.25,23.6,11.8
0,0,1,1252,7667,5243,385190,1,3,1,0,200,-4.75,23.1,9.55
0,0,1,1252,7687,5243,385250,1,3,1,0,201,-4.5,22.6,8.05
0,0,1,1252,7707,5243,385310,1,3,1,0,202,-6.75,23.1,7.55
0,0,1,1252,7727,5243,385370,1,3,1,0,203,-6.5,20.6,9.05
0,0,1,1252,7747,5243,385430,1,3,1,0,204,-7.5,21.85,10.8
0,0,1,1252,7767,5243,385490,1,3,1,0,205,-7.75,23.85,11.8
0,0,1,1252,7787,5243,385550,1,3,1,0,206,-7.75,23.85,14.05
0,0,1,1252,7807,5243,385610,1,3,1,0,207,-9.25,24.1,16.55
0,0,1,1252,7827,5243,385670,1,3,1,0,208,-11,23.1,16.55
0,0,1,1252,7847,5243,385730,1,3,1,0,209,-11.5,21.85,18.55
0,0,1,1252,7867,5243,385790,1,3,1,0,210,-9,20.6,18.05
0,0,1,1252,7887,5243,385850,1,3,1,0,211,-11.5,22.35,15.55
0,0,1,1252,7907,5243,385910,1,3,1,0,212,-10.75,22.1,13.05
0,0,1,1252,7927,5243,385970,1,3,1,0,213,-9.75,23.1,15.3
0,0,1,1252,7947,5243,386030,1,3,1,0,214,-11.5,21.6,17.05
0,0,1,1252,7967,5243,386090,1,3,1,0,215,-12.5,19.6,15.55
0,0,1,1252,7987,5243,386150,1,3,1,0,216,-14.25,18.6,16.8
0,0,1,1252,8007,5243,386210,1,3,1,0,217,-12.25,20.35,15.55
0,0,1,1252,8027,5243,386270,1,3,1,0,218,-13.25,22.6,14.55
0,0,1,1252,8047,5243,386330,1,3,1,0,219,-14,25.1,14.55
0,0,1,1252,8067,5243,386390,1,3,1,0,220,-15.25,24.6,13.8
0,0,1,1252,8087,5243,386450,1,3,1,0,221,-16.25,22.85,14.3
0,0,1,1252,8107,5243,386510,1,3,1,0,222,-15.25,22.35,14.3
0,0,1,1252,8127,5243,386570,1,3,1,0,223,-17.5,24.6,14.3
0,0,1,1252,8147,5243,386630,1,3,1,0,224,-16.75,26.85,15.55
0,0,1,1252,8167,5243,386690,1,3,1,0,225,-18.5,25.1,14.05
0,0,1,1252,8187,5243,386750,1,3,1,0,226,-17,23.1,16.05
0,0,1,1252,8207,5243,386810,1,3,1,0,227,-14.75,25.35,17.05
0,0,1,1252,8227,5243,386870,1,3,1,0,228,-14.5,24.35,18.3
0,0,1,1252,8247,5243,386930,1,3,1,0,229,-15.5,22.35,18.05
0,0,1,1252,8267,5243,386990,1,3,1,0,230,-15,21.1,20.55
0,0,1,1252,8287,5243,387050,1,3,1,0,231,-15,20.35,22.55
0,0,1,1252,8307,5243,387110,1,3,1,0,232,-15.5,18.35,23.55
0,0,1,1252,8327,5243,387170,1,3,1,0,233,-15.25,17.6,21.8
0,0,1,1252,8347,5243,387230,1,3,1,0,234,-13.25,17.85,22.3
0,0,1,1252,8367,5243,387290,1,3,1,0,235,-12.5,15.35,24.3
0,0,1,1252,8387,5243,387350,1,3,1,0,236,-10.25,13.1,26.8
0,0,1,1252,8407,5243,387410,1,3,1,0,237,-12.5,12.1,28.55
0,0,1,1252,8427,5243,387470,1,3,1,0,238,-11.5,12.6,26.8
0,0,1,1252,8447,5243,387530,1,3,1,0,239,-11.5,12.35,26.55
0,0,1,1252,8467,5243,387590,1,3,1,0,240,-10.25,12.85,28.3
0,0,1,1252,8487,5243,387650,1,3,1,0,241,-7.75,13.1,26.8
0,0,1,1252,8507,5243,387710,1,3,1,0,242,-7.25,12.6,26.05
0,0,1,1252,8527,5243,387770,1,3,1,0,243,-8.25,13.6,28.05
0,0,1,1252,8547,5243,387830,1,3,1,0,244,-6.25,14.35,25.8
0,0,1,1252,8567,5243,387890,1,3,1,0,245,-6.75,15.6,27.05
0,0,1,1252,8587,5243,387950,1,3,1,0,246,-7.25,13.35,26.55
0,0,1,1252,8607,5243,388010,1,3,1,0,247,-5,13.85,28.3
0,0,1,1252,8627,5243,388070,1,3,1,0,248,-4.25,14.35,27.05
0,0,1,1252,8647,5243,388130,1,3,1,0,249,-5.5,16.1,29.05
0,0,1,1252,8667,5243,388190,1,3,1,0,0,-4,17.35,30.8
0,0,1,1252,8687,5243,388250,1,3,1,0,1,-4.75,19.35,33.3
0,0,1,1252,8707,5243,388310,1,3,1,0,2,-5.5,16.85,34.3
0,0,1,1252,8727,5243,388370,1,3,1,0,3,-5,16.35,34.05
0,0,1,1252,8747,5243,388430,1,3,1,0,4,-3.25,14.1,34.55
0,0,1,1252,8767,5243,388490,1,3,1,0,5,-3.25,15.35,36.05
0,0,1,1252,8787,5243,388550,1,3,1,0,6,-4.75,14.6,37.55
0,0,1,1252,8807,5243,388610,1,3,1,0,7,-5.25,16.85,36.05
0,0,1,1252,8827,5243,388670,1,3,1,0,8,-3.5,15.1,36.3
0,0,1,1252,8847,5243,388730,1,3,1,0,9,-5.5,16.35,37.55
0,0,1,1252,8867,5243,388790,1,3,1,0,10,-8,14.1,38.55
0,0,1,1252,8887,5243,388850,1,3,1,0,11,-10,11.85,36.05
0,0,1,1252,8907,5243,388910,1,3,1,0,12,-11.5,14.1,36.55
0,0,1,1252,8927,5243,388970,1,3,1,0,13,-12.75,14.35,36.3
0,0,1,1252,8947,5243,389030,1,3,1,0,14,-15,13.1,38.8
0,0,1,1252,8967,5243,389090,1,3,1,0,15,-16.5,11.85,37.8
0,0,1,1252,8987,5243,389150,1,3,1,0,16,-18.5,12.1,36.8
0,0,1,1252,9007,5243,389210,1,3,1,0,17,-20,12.6,34.55
0,0,1,1252,9027,5243,389270,1,3,1,0,18,-19,12.6,33.05
0,0,1,1252,9047,5243,389330,1,3,1,0,19,-18.5,13.1,31.8
0,0,1,1252,9067,5243,389390,1,3,1,0,20,-20,10.6,33.05
0,0,1,1252,9087,5243,389450,1,3,1,0,21,-21.75,12.6,31.8
0,0,1,1252,9107,5243,389510,1,3,1,0,22,-20,13.35,29.8
0,0,1,1252,9127,5243,389570,1,3,1,0,23,-22.25,15.35,30.55
0,0,1,1252,9147,5243,389630,1,3,1,0,24,-21.25,13.6,32.05
0,0,1,1252,9167,5243,389690,1,3,1,0,25,-22.25,15.85,34.05
0,0,1,1252,9187,5243,389750,1,3,1,0,26,-20.5,17.1,35.05
0,0,1,1252,9207,5243,389810,1,3,1,0,27,-20.75,14.6,37.05
0,0,1,1252,9227,5243,389870,1,3,1,0,28,-22.5,13.35,36.05
0,0,1,1252,9247,5243,389930,1,3,1,0,29,-24.75,13.85,34.3
0,0,1,1252,9267,5243,389990,1,3,1,0,30,-26.25,16.1,33.55
0,0,1,1252,9287,5243,390050,1,3,1,0,31,-25.25,14.35,31.8
0,0,1,1252,9307,5243,390110,1,3,1,0,32,-27.25,12.85,32.3
0,0,1,1252,9327,5243,390170,1,3,1,0,33,-28.75,10.35,31.3
0,0,1,1252,9347,5243,390230,1,3,1,0,34,-29.25,11.35,33.05
0,0,1,1252,9367,5243,390290,1,3,1,0,35,-26.75,11.6,34.55
0,0,1,1252,9387,5243,390350,1,3,1,0,36,-29.25,9.1,36.05
0,0,1,1252,9407,5243,390410,1,3,1,0,37,-30.75,10.85,34.05
0,0,1,1252,9427,5243,390470,1,3,1,0,38,-30.75,8.85,33.05
0,0,1,1252,9447,5243,390530,1,3,1,0,39,-31,10.1,34.55
0,0,1,1252,9467,5243,390590,1,3,1,0,40,-31.5,11.6,35.55
0,0,1,1252,9487,5243,390650,1,3,1,0,41,-29,10.85,37.3
0,0,1,1252,9507,5243,390710,1,3,1,0,42,-31.25,9.35,38.05
0,0,1,1252,9527,5243,390770,1,3,1,0,43,-33,8.85,37.05
0,0,1,1252,9547,5243,390830,1,3,1,0,44,-35.25,10.6,35.55
0,0,1,1252,9567,5243,390890,1,3,1,0,45,-35,8.85,34.8
0,0,1,1252,9587,5243,390950,1,3,1,0,46,-34.5,10.35,33.05
0,0,1,1252,9607,5243,391010,1,3,1,0,47,-34.5,9.1,35.3
0,0,1,1252,9627,5243,391070,1,3,1,0,48,-35.25,11.1,35.3
0,0,1,1252,9647,5243,391130,1,3,1,0,49,-36.25,13.1,33.05
0,0,1,1252,9667,5243,391190,1,3,1,0,50,-34,10.85,32.05
0,0,1,1252,9687,5243,391250,1,3,1,0,51,-36,11.6,31.8
0,0,1,1252,9707,5243,391310,1,3,1,0,52,-35,12.85,32.55
0,0,1,1252,9727,5243,391370,1,3,1,0,53,-32.75,14.1,33.55
0,0,1,1252,9747,5243,391430,1,3,1,0,54,-35.25,16.6,34.3
0,0,1,1252,9767,5243,391490,1,3,1,0,55,-37.25,16.85,35.05
0,0,1,1252,9787,5243,391550,1,3,1,0,56,-38,15.6,37.55
0,0,1,1252,9807,5243,391610,1,3,1,0,57,-39.25,13.1,38.55
0,0,1,1252,9827,5243,391670,1,3,1,0,58,-41.75,10.85,39.55
0,0,1,1252,9847,5243,391730,1,3,1,0,59,-39.25,8.35,41.05
0,0,1,1252,9867,5243,391790,1,3,1,0,60,-39.25,7.6,43.55
0,0,1,1252,9887,5243,391850,1,3,1,0,61,-36.75,8.85,45.05
0,0,1,1252,9907,5243,391910,1,3,1,0,62,-38,10.6,45.3
0,0,1,1252,9927,5243,391970,1,3,1,0,63,-40.5,11.35,46.55
0,0,1,1252,9947,5243,392030,1,3,1,0,64,-41.75,12.1,48.8
0,0,1,1252,9967,5243,392090,1,3,1,0,65,-43,10.6,48.55
0,0,1,1252,9987,5243,392150,1,3,1,0,66,-42.25,10.1,46.05
0,0,1,1252,10007,5243,392210,1,3,1,0,67,-43.5,8.6,48.55
0,0,1,1252,10027,5243,392270,1,3,1,0,68,-42.5,9.85,51.05
0,0,1,1252,10047,5243,392330,1,3,1,0,69,-44,11.85,52.55
0,0,1,1252,10067,5243,392390,1,3,1,0,70,-42.5,11.6,50.3
0,0,1,1252,10087,5243,392450,1,3,1,0,71,-43.5,12.1,50.3
0,0,1,1252,10107,5243,392510,1,3,1,0,72,-44.5,10.35,51.55
0,0,1,1252,10127,5243,392570,1,3,1,0,73,-43,12.35,52.3
0,0,1,1252,10147,5243,392630,1,3,1,0,74,-41.5,13.35,50.3
0,0,1,1252,10167,5243,392690,1,3,1,0,75,-42,14.35,49.05
0,0,1,1252,10187,5243,392750,1,3,1,0,76,-39.75,16.6,50.05
0,0,1,1252,10207,5243,392810,1,3,1,0,77,-41.25,16.85,51.8
0,0,1,1252,10227,5243,392870,1,3,1,0,78,-43.75,15.1,51.3
0,0,1,1252,10247,5243,392930,1,3,1,0,79,-45.25,13.35,48.8
0,0,1,1252,10267,5243,392990,1,3,1,0,80,-47.25,15.35,46.8
0,0,1,1252,10287,5243,393050,1,3,1,0,81,-48,13.85,46.55
0,0,1,1252,10307,5243,393110,1,3,1,0,82,-49.75,15.1,44.55
0,0,1,1252,10327,5243,393170,1,3,1,0,83,-52.25,16.1,42.8
0,0,1,1252,10347,5243,393230,1,3,1,0,84,-51.5,17.35,42.3
0,0,1,1252,10367,5243,393290,1,3,1,0,85,-51.5,15.1,40.8
0,0,1,1252,10387,5243,393350,1,3,1,0,86,-50,15.6,40.8
0,0,1,1252,10407,5243,393410,1,3,1,0,87,-50.5,16.6,42.55
0,0,1,1252,10427,5243,393470,1,3,1,0,88,-52.75,15.1,40.55
0,0,1,1252,10447,5243,393530,1,3,1,0,89,-53,14.85,39.05
0,0,1,1252,10467,5243,393590,1,3,1,0,90,-53.75,16.1,40.55
0,0,1,1252,10487,5243,393650,1,3,1,0,91,-54.75,18.1,38.55
0,0,1,1252,10507,5243,393710,1,3,1,0,92,-55.25,20.6,37.3
0,0,1,1252,10527,5243,393770,1,3,1,0,93,-53,22.85,35.55
0,0,1,1252,10547,5243,393830,1,3,1,0,94,-55,21.1,35.55
0,0,1,1252,10567,5243,393890,1,3,1,0,95,-55.75,21.35,37.8
0,0,1,1252,10587,5243,393950,1,3,1,0,96,-54.75,18.85,39.8
0,0,1,1252,10607,5243,394010,1,3,1,0,97,-53.25,19.6,41.8
0,0,1,1252,10627,5243,394070,1,3,1,0,98,-55.25,19.6,41.3
0,0,1,1252,10647,5243,394130,1,3,1,0,99,-55.75,18.1,41.05
0,0,1,1252,10667,5243,394190,1,3,1,0,100,-57.25,17.35,42.55
0,0,1,1252,10687,5243,394250,1,3,1,0,101,-54.75,18.35,42.55
0,0,1,1252,10707,5243,394310,1,3,1,0,102,-52.75,17.6,41.05
0,0,1,1252,10727,5243,394370,1,3,1,0,103,-52.5,16.35,41.8
0,0,1,1252,10747,5243,394430,1,3,1,0,104,-54,16.6,42.55
0,0,1,1252,10767,5243,394490,1,3,1,0,105,-54.25,16.35,40.55
0,0,1,1252,10787,5243,394550,1,3,1,0,106,-52,13.85,40.8
0,0,1,1252,10807,5243,394610,1,3,1,0,107,-54.5,11.35,40.05
0,0,1,1252,10827,5243,394670,1,3,1,0,108,-53.75,9.85,41.8
0,0,1,1252,10847,5243,394730,1,3,1,0,109,-54.25,7.85,43.05
0,0,1,1252,10867,5243,394790,1,3,1,0,110,-56.75,7.6,43.8
0,0,1,1252,10887,5243,394850,1,3,1,0,111,-56.25,9.6,44.05
0,0,1,1252,10907,5243,394910,1,3,1,0,112,-57.5,10.6,42.55
0,0,1,1252,10927,5243,394970,1,3,1,0,113,-58.25,8.1,40.3
0,0,1,1252,10947,5243,395030,1,3,1,0,114,-56.75,8.35,41.55
0,0,1,1252,10967,5243,395090,1,3,1,0,115,-57.75,10.6,40.3
0,0,1,1252,10987,5243,395150,1,3,1,0,116,-56.25,11.6,39.05
0,0,1,1252,11007,5243,395210,1,3,1,0,117,-55.5,9.6,38.55
0,0,1,1252,11027,5243,395270,1,3,1,0,118,-54,8.35,37.55
0,0,1,1252,11047,5243,395330,1,3,1,0,119,-54.25,6.6,38.55
0,0,1,1252,11067,5243,395390,1,3,1,0,120,-53.5,6.1,40.05
0,0,1,1252,11087,5243,395450,1,3,1,0,121,-56,5.6,40.3
0,0,1,1252,11107,5243,395510,1,3,1,0,122,-55.75,5.1,40.3
0,0,1,1252,11127,5243,395570,1,3,1,0,123,-57.75,6.1,39.55
0,0,1,1252,11147,5243,395630,1,3,1,0,124,-57.75,8.35,41.3
0,0,1,1252,11167,5243,395690,1,3,1,0,125,-58.75,5.85,40.05
0,0,1,1252,11187,5243,395750,1,3,1,0,126,-56.5,7.85,40.55
0,0,1,1252,11207,5243,395810,1,3,1,0,127,-57.5,5.85,42.8
0,0,1,1252,11227,5243,395870,1,3,1,0,128,-57,7.35,45.05
0,0,1,1252,11247,5243,395930,1,3,1,0,129,-58.25,9.1,43.55
0,0,1,1252,11267,5243,395990,1,3,1,0,130,-57.5,11.6,41.3
0,0,1,1252,11287,5243,396050,1,3,1,0,131,-56.75,12.6,43.55
0,0,1,1252,11307,5243,396110,1,3,1,0,132,-54.25,10.35,43.3
0,0,1,1252,11327,5243,396170,1,3,1,0,133,-56.25,8.85,44.05
0,0,1,1252,11347,5243,396230,1,3,1,0,134,-53.75,6.6,43.55
0,0,1,1252,11367,5243,396290,1,3,1,0,135,-51.5,7.6,43.3
0,0,1,1252,11387,5243,396350,1,3,1,0,136,-53.5,9.35,43.8
0,0,1,1252,11407,5243,396410,1,3,1,0,137,-55.5,11.35,44.8
0,0,1,1252,11427,5243,396470,1,3,1,0,138,-57.25,12.85,46.3
0,0,1,1252,11447,5243,396530,1,3,1,0,139,-57.5,13.85,46.3
0,0,1,1252,11467,5243,396590,1,3,1,0,140,-56.25,12.6,48.05
0,0,1,1252,11487,5243,396650,1,3,1,0,141,-55.5,10.6,49.05
0,0,1,1252,11507,5243,396710,1,3,1,0,142,-54.25,9.85,48.05
0,0,1,1252,11527,5243,396770,1,3,1,0,143,-51.75,11.85,48.8
0,0,1,1252,11547,5243,396830,1,3,1,0,144,-52.25,11.1,49.55
0,0,1,1252,11567,5243,396890,1,3,1,0,145,-53.75,10.6,49.8
0,0,1,1252,11587,5243,396950,1,3,1,0,146,-55.75,11.6,47.55
0,0,1,1252,11607,5243,397010,1,3,1,0,147,-56.75,12.85,48.55
0,0,1,1252,11627,5243,397070,1,3,1,0,148,-54.75,11.35,47.55
0,0,1,1252,11647,5243,397130,1,3,1,0,149,-52.75,11.6,49.55
0,0,1,1252,11667,5243,397190,1,3,1,0,150,-53.5,9.1,48.05
0,0,1,1252,11687,5243,397250,1,3,1,0,151,-51.5,10.35,48.55
0,0,1,1252,11707,5243,397310,1,3,1,0,152,-53.25,9.1,48.55
0,0,1,1252,11727,5243,397370,1,3,1,0,153,-52,7.85,47.3
0,0,1,1252,11747,5243,397430,1,3,1,0,154,-50.75,10.35,47.8
0,0,1,1252,11767,5243,397490,1,3,1,0,155,-49.25,11.35,46.3
0,0,1,1252,11787,5243,397550,1,3,1,0,156,-51.75,12.35,46.3
0,0,1,1252,11807,5243,397610,1,3,1,0,157,-54.25,12.6,44.3
0,0,1,1252,11827,5243,397670,1,3,1,0,158,-52.5,10.1,45.8
0,0,1,1252,11847,5243,397730,1,3,1,0,159,-50,12.1,44.55
0,0,1,1252,11867,5243,397790,1,3,1,0,160,-52.5,14.35,44.3
0,0,1,1252,11887,5243,397850,1,3,1,0,161,-51.75,13.6,44.3
0,0,1,1252,11907,5243,397910,1,3,1,0,162,-54.25,14.6,42.05
0,0,1,1252,11927,5243,397970,1,3,1,0,163,-52.75,14.6,40.05
0,0,1,1252,11947,5243,398030,1,3,1,0,164,-53.5,15.85,41.8
0,0,1,1252,11967,5243,398090,1,3,1,0,165,-53.75,14.85,40.8
